ESTACION,OPERADOR,VARIABLE,FECHA,HORA,VALOR,UNIDADMEDIDA
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,11/09/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,11/09/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,12/09/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,12/09/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,12/09/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,13/09/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,13/09/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,13/09/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,14/09/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,14/09/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,14/09/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,15/09/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,15/09/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,15/09/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,16/09/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,16/09/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,16/09/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,17/09/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,17/09/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,17/09/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,18/09/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,18/09/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,18/09/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,19/09/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,19/09/1977,13:00,6,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,19/09/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,20/09/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,20/09/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,20/09/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,21/09/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,21/09/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,21/09/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,22/09/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,22/09/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,22/09/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,23/09/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,23/09/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,23/09/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,24/09/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,24/09/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,24/09/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,25/09/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,25/09/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,25/09/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,26/09/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,26/09/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,26/09/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,27/09/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,27/09/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,27/09/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,28/09/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,28/09/1977,13:00,6,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,28/09/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,29/09/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,29/09/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,29/09/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,30/09/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,30/09/1977,13:00,6,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,30/09/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,1/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,1/10/1977,13:00,6,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,1/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,2/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,2/10/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,2/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,3/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,3/10/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,3/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,4/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,4/10/1977,13:00,6,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,4/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,5/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,5/10/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,5/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,6/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,6/10/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,6/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,7/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,7/10/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,7/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,8/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,8/10/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,8/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,9/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,9/10/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,9/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,10/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,10/10/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,10/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,11/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,11/10/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,11/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,12/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,12/10/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,12/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,13/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,13/10/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,13/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,14/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,14/10/1977,13:00,6,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,14/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,15/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,15/10/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,15/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,16/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,16/10/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,16/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,17/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,17/10/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,17/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,18/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,18/10/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,18/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,19/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,19/10/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,19/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,20/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,20/10/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,20/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,21/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,21/10/1977,13:00,6,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,21/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,22/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,22/10/1977,13:00,6,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,22/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,23/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,23/10/1977,13:00,6,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,23/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,24/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,24/10/1977,13:00,6,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,24/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,25/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,25/10/1977,13:00,6,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,25/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,26/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,26/10/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,26/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,27/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,27/10/1977,13:00,6,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,27/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,28/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,28/10/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,28/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,29/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,29/10/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,29/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,30/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,30/10/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,30/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,31/10/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,31/10/1977,13:00,6,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,31/10/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,1/11/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,1/11/1977,13:00,6,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,1/11/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,2/11/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,2/11/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,2/11/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,3/11/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,3/11/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,3/11/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,4/11/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,4/11/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,4/11/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,5/11/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,5/11/1977,13:00,6,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,5/11/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,6/11/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,6/11/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,6/11/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,7/11/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,7/11/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,7/11/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,8/11/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,8/11/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,8/11/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,9/11/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,9/11/1977,13:00,2,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,9/11/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,10/11/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,10/11/1977,13:00,4,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,10/11/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,11/11/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,11/11/1977,13:00,6,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,11/11/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,12/11/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,12/11/1977,13:00,6,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,12/11/1977,19:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,13/11/1977,07:00,0,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,13/11/1977,13:00,2,m/s
HUANCANO,SERVICIO NACIONAL METEOROLOGÍA E HIDROLOGÍA,VELOCVIENTO 06HOR,13/11/1977,19:00,0,m/s
